300003.SZ,-29.89282985527434
600426.SH,-17.801306183503627
002123.SZ,-46.86879919482154
600276.SH,-31.182505390767417
601012.SH,-53.00217308099998
002032.SZ,-22.644099150995338
600845.SH,-18.891027961378644
000333.SZ,-33.48229307513432
002683.SZ,-42.98931611498718
002236.SZ,-48.25124468016059
600050.SH,-120.53466313624592
300782.SZ,-84.09541878517871
600048.SH,-39.247604868041456
601628.SH,-45.660121414062765
600438.SH,-47.98526686149261
300463.SZ,-65.41162537208206
600383.SH,-65.71313061587678
002572.SZ,-21.447606115831878
300166.SZ,-56.1032037822602
600030.SH,-66.13737811427637
300498.SZ,-25.66762403395608
603063.SH,-53.680232695298315
0291.HK,-12.586361318748596
002241.SZ,-69.31617902506763
002007.SZ,-23.311099651129698
600031.SH,-36.38162355503075
000708.SZ,-62.05298221939417
000063.SZ,-58.75060881721834
2328.HK,-28.476013833097397
000661.SZ,-43.1530097755542
300014.SZ,-20.960003953515358
000568.SZ,-47.557005981463725
002624.SZ,-49.78530056296972
018007.SH,100.2477580196364
300383.SZ,-26.99939596012304
600201.SH,-44.16320714406035
300207.SZ,-8.633977068198462
600036.SH,-8.472071303639488
002035.SZ,-76.29947285914626
000968.SZ,-28.43137485937617
601318.SH,-17.63799446808568
300036.SZ,-16.732199027850335
601166.SH,-20.44321199397052
601088.SH,7.333129927334819
300651.SZ,-43.910241750864614
603345.SH,-51.64923291126118
002332.SZ,-57.719393610093086
002212.SZ,-68.90684268738569
019611.SH,-72.75499639423292
000895.SZ,-76.91861835233857
300122.SZ,-6.458904528761043
300357.SZ,-14.184319613022303
002768.SZ,-72.56179077234887
300012.SZ,-43.49719982367331
601818.SH,-56.6236581278642
300753.SZ,-28.0508064966973
000651.SZ,-75.61615978682951
002384.SZ,-16.002672233581368
002142.SZ,-33.821782115022074
300144.SZ,1.4095811551420394
600114.SH,-78.59657057427908
000961.SZ,-43.4340478608738
000166.SZ,-20.43056786533038
600855.SH,-80.17769658553881
000671.SZ,-77.7028240111729
603456.SH,-44.84954579077632
002396.SZ,-14.171599587617953
002179.SZ,-27.99032659098663
600529.SH,-20.933511150516573
002050.SZ,-64.35217657327134
600016.SH,-12.594056311356361
0268.HK,-3.130381538622265
300601.SZ,-7.991542403033311
601139.SH,-78.4695993670369
1299.HK,-6.503516114690629
002311.SZ,-35.43125044861103
600519.SH,-15.607387959576927
600837.SH,-77.99881243598267
0939.HK,-16.20581703454085
601877.SH,-37.74027588556127
601098.SH,-10.411240047693408
600673.SH,-36.253947058959426
000876.SZ,-56.48400058070079
600884.SH,-17.220654790803845
300590.SZ,-14.047739765103731
300129.SZ,-31.527651520894583
002353.SZ,-27.62688739856378
000878.SZ,-58.122171467871354
002555.SZ,-17.197249235298496
002705.SZ,-44.5947111021911
000031.SZ,-40.090595253321105
300015.SZ,-22.690197031973398
000002.SZ,-32.08909451157484
1398.HK,-20.11110514736707
300146.SZ,-60.287794447058516
300033.SZ,-27.926204192882793
603517.SH,-28.58058220178055
002157.SZ,-52.21868894983081
1797.HK,-41.969310146263524
000725.SZ,-69.99360638881409
002891.SZ,-48.77612614123448
600867.SH,-15.024101112067509
300450.SZ,-22.81767361389377
2020.HK,-3.524133645477122
600887.SH,-30.96853846595822
600176.SH,-38.89436071014959
002273.SZ,-27.757419625542347
002271.SZ,-35.86582619196299
6098.HK,17.729306779325114
600763.SH,-42.486250514004425
603501.SH,-20.647573720085155
600745.SH,-36.425183190350985
002675.SZ,-74.04393032502139
601688.SH,-20.245478675603394
002044.SZ,-35.92037822508656
000425.SZ,-79.53701403146691
002475.SZ,-36.75105511734148
601398.SH,1.258512970263599
002405.SZ,-23.54058589471447
002410.SZ,-12.02283961309862
603816.SH,-5.661010977086321
